Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
4/9/2014,447.11,243742,122401,64992,38.678,239212041,0.139,0.0447,8.944,5587996110,4115,100.42,8193,11.193,0.502,179274,19.211
4/10/2014,407.703,254334,124298,67872,31.917,310367120,0.0864,0.0408,9.29,5020359905,4876,120.946,15039,13.854,0.371,182996,19.166
4/11/2014,403.328,223656,117926,65563,36.814,292756343,0.0858,0.0403,8.521,5068919648,4819,108.481,14907,12.997,0.33,169622,19.141
4/12/2014,425.31,169964,87828,47579,34.498,157264741,0.0811,0.0425,8.944,5329088351,3574,84.408,7582,9.229,0.226,132283,19.145
4/13/2014,415.876,162260,94828,50981,34.141,154756367,0.084,0.0416,7.701,5150414718,3332,69.681,10674,10.385,0.221,172708,19.131
4/14/2014,445.898,216048,127969,70026,37.973,253143718,0.0977,0.0446,7.461,5628122040,3990,115.249,13266,10.754,0.318,183291,19.146
4/15/2014,487.666,241539,123107,72627,38.65,293892234,0.111,0.0488,7.912,6170470953,4479,123.089,14835,11.053,0.362,199054,19.124
4/16/2014,517.354,270984,114312,68435,40.201,389249585,0.108,0.0517,9.057,6496569317,6046,129.799,15790,12.189,0.359,185075,19.146
4/17/2014,505.461,223631,102596,65021,40.706,385378002,0.117,0.0505,8.521,6281237538,6384,102.416,15215,11.471,0.355,157751,19.092
4/18/2014,485.296,205478,100633,56836,35.818,360602878,0.104,0.0485,9,5972292967,6461,107.713,14028,9.946,0.304,149452,19.054
4/19/2014,490.961,193237,93159,53356,34.435,208459964,0.116,0.0491,9.057,6132827987,4168,84.763,12337,9.389,0.317,141149,19.054
4/20/2014,501.271,169511,88713,48865,38.56,196288922,0.111,0.0501,8.09,6234226740,4180,87.891,12139,8.511,0.244,164288,19.046
4/21/2014,498.97,190616,93895,57939,34.316,340647125,0.107,0.0499,8.421,6201738943,6198,83.943,14244,9.159,0.292,142367,19.04
4/22/2014,491.704,288040,125522,77888,33.61,412597054,0.0966,0.0492,9.351,6097607345,5470,88.093,16098,9.319,0.396,183641,18.996
4/23/2014,486.543,241953,103825,73789,34.897,301525635,0.096,0.0487,8.727,6041607759,4459,63.8,16232,10.176,0.353,156727,19.186
4/24/2014,487.399,279755,103639,72543,32.911,187824879,0.1,0.0487,9.536,6091264792,2944,83.931,15471,9.967,0.395,168337,19.216
4/25/2014,464.777,226597,116925,72468,38.655,238365713,0.0875,0.0465,7.912,5753179561,3466,73.07,15255,9.458,0.3,181970,19.187
4/26/2014,456.496,179961,87285,52012,30.409,139566626,0.0802,0.0456,8.834,5654966188,2902,77.477,12283,8.142,0.224,135298,19.179
4/27/2014,450.932,180924,85171,52452,34.548,121603221,0.101,0.0451,8.136,5569104074,2526,65.825,11667,8.601,0.266,171950,19.182
4/28/2014,435.888,238892,111451,64394,28.393,224460196,0.0866,0.0436,9.474,5399609103,3827,88.369,15969,9.319,0.336,167559,19.215
4/29/2014,443.354,227145,110736,64886,34.459,222912073,0.0862,0.0443,8.421,5520546811,3811,80.982,16706,8.581,0.295,169787,19.135
4/30/2014,444.261,270251,109507,63501,23.949,186710324,0.0906,0.0444,10.511,5554456253,3343,96.06,17588,9.688,0.378,166103,19.131
5/1/2014,453.541,191897,101423,59482,33.477,182138012,0.0827,0.0454,8.182,5668431501,3336,81.519,16988,9.341,0.247,154675,19.153
5/2/2014,448.574,211466,92605,59820,26.193,276721842,0.0891,0.0449,8.944,5541344199,4774,71.922,20057,7.947,0.295,143742,19.088
5/3/2014,439.48,203445,70902,54015,25.963,227139061,0.0837,0.0439,10.141,5445149743,4454,59.135,12910,7.389,0.29,117096,19.086
5/4/2014,434.535,201481,73760,51618,27.769,171345329,0.0832,0.0435,9.536,5447944581,3529,61.051,12716,7.25,0.262,156696,19.094
5/5/2014,431.727,298957,96210,67638,25.148,252136525,0.0864,0.0432,11.52,5415153789,4084,72.659,21273,9.202,0.432,148135,19.107
5/6/2014,427.341,219138,110414,77034,32.203,273604903,0.0832,0.0427,7.423,5355521272,3738,74.424,16806,8.644,0.309,168404,19.113
5/7/2014,435.189,244147,109160,69666,24.362,334885800,0.0846,0.0435,9.057,5429290416,5144,82.079,16970,8.226,0.34,161847,19.103
5/8/2014,440.75,231193,111716,68770,28.806,564322575,0.0871,0.0441,8.623,5498894595,8450,73.486,21518,8.086,0.325,166794,19.141
5/9/2014,443.871,217006,105816,66123,28.392,538973426,0.105,0.0444,8.471,5562247779,8264,78.103,17442,9.202,0.366,163287,19.13
5/10/2014,449.566,170673,88498,56237,29.304,283084053,0.0807,0.045,8.045,5631944358,5322,61.765,14225,6.971,0.226,135616,19.134
5/11/2014,442.545,217898,81152,52438,24.482,185495914,0.0819,0.0443,9.474,5549660308,3707,55.039,13469,7.111,0.255,165515,19.136
5/12/2014,438.129,256510,98608,74254,28.153,221368625,0.0822,0.0438,8.78,5524900102,3210,71.054,15910,7.25,0.339,154800,19.125
5/13/2014,437.341,231737,95943,69195,24.27,278255482,0.0782,0.0437,8.889,5524890468,4227,76.029,16935,8.365,0.305,149516,19.115
5/14/2014,441.538,263230,106493,69658,24.358,290728808,0.0766,0.0442,9.6,5560925919,4541,74.131,18167,8.086,0.322,160924,19.122
5/15/2014,445.787,247251,119331,74722,26.216,327736411,0.0764,0.0446,8.421,5603299704,4846,63.165,32817,7.668,0.299,177032,19.138
5/16/2014,444.766,209941,93719,65181,26.235,270222734,0.0793,0.0445,8,5603688273,4357,79.002,14474,8.784,0.257,155531,19.151
5/17/2014,446.281,188935,84987,53338,24.313,203239320,0.0779,0.0446,8.324,5611649892,3989,69.196,14587,7.529,0.215,148446,19.147
5/18/2014,445.298,185382,90629,49740,26.472,110697064,0.078,0.0445,8.372,5618682983,2386,67.876,12892,7.25,0.203,177716,19.152
5/19/2014,445.022,240557,107520,63926,25.001,217637354,0.0794,0.0445,8.571,5617575263,3620,92.427,13595,7.529,0.272,185595,19.151
5/20/2014,465.278,248862,127179,71343,25.752,670978102,0.0873,0.0465,8.136,5813232062,9538,109.502,21515,8.784,0.302,191122,19.144
5/21/2014,492.31,236716,101327,68730,28.475,327214160,0.0917,0.0492,8.229,6166368202,5053,113.513,20254,9.202,0.292,157967,19.145
5/22/2014,509.156,244693,108351,73171,28.551,364062841,0.0888,0.0509,8.372,6421140426,5282,108.972,20217,9.76,0.297,163160,19.152
5/23/2014,529.149,250943,120105,72645,30.066,611921602,0.0927,0.0529,8.727,6680473203,8939,123.206,19485,9.062,0.308,176498,19.131
5/24/2014,519.347,192842,77546,52718,25.554,458552496,0.111,0.0519,9.351,6543569667,8843,97.066,13630,7.947,0.292,125130,19.8
5/25/2014,559.931,219267,104604,57405,28.346,445383086,0.0989,0.056,8.944,7084860352,8072,108.389,13823,8.784,0.252,187442,19.795
5/26/2014,580.277,249788,112414,66849,27.2,401667670,0.109,0.058,9.114,7356834793,6623,120.383,14792,10.457,0.318,171102,19.791
5/27/2014,573.388,296678,119964,68388,26.066,516965797,0.102,0.0573,10.588,7222278419,7821,125.148,19718,9.202,0.357,179207,19.804
5/28/2014,571.987,248998,128153,72169,29.06,458152717,0.111,0.0572,8.521,7175608482,6714,111.966,18545,10.038,0.33,184385,19.809
5/29/2014,566.816,271715,116153,65221,26.207,349238998,0.104,0.0567,10.213,7092467213,5568,113.45,17571,10.038,0.339,171882,19.805
5/30/2014,593.201,220048,99346,64960,30.648,510441876,0.106,0.0593,8.623,7571036610,8528,145.138,21731,10.038,0.278,152485,19.781
5/31/2014,619.564,208313,93606,52025,29.224,340953989,0.115,0.062,9.796,7750292674,6790,121.259,12882,9.062,0.263,146654,19.793
6/1/2014,644.487,204952,106428,55047,31.699,439007113,0.126,0.0644,8.229,8184660837,8779,152.532,12849,9.899,0.246,191335,19.8
6/2/2014,635.862,199545,117230,64241,33.291,573105571,0.116,0.0636,7.461,8056253664,9261,148.137,16427,8.923,0.243,175446,19.793
6/3/2014,664.422,234740,128819,69517,29.974,541023449,0.128,0.0664,8.09,8353562239,8592,162.645,17858,10.875,0.302,187559,19.817
6/4/2014,641.523,204349,118209,64873,30.281,622641740,0.119,0.0642,7.956,8092675952,10006,156.124,18010,9.202,0.265,171584,19.86
6/5/2014,651.272,262875,123053,66793,29.766,581054357,0.12,0.0651,9.474,8266192895,9193,135.918,18707,9.202,0.325,183963,19.884
6/6/2014,654.137,273169,112364,62203,26.326,656396474,0.114,0.0654,10.36,8256972650,10808,131.756,16611,8.365,0.311,174467,19.809
6/7/2014,650.778,184348,93051,51055,29.424,366184804,0.112,0.0651,9.29,8215294911,7620,127.787,12557,7.668,0.227,140463,19.826
6/8/2014,652.884,228288,93339,48172,25.359,475976576,0.12,0.0653,10.588,8302764076,10689,129.174,12134,7.529,0.26,173642,19.816
6/9/2014,648.195,232540,107538,59719,30.309,221932216,0.12,0.0648,9.231,8208869166,4211,141.846,14497,6.553,0.284,166417,19.819
6/10/2014,650.767,238968,112175,63149,27.835,355433980,0.12,0.0651,8.623,8278471589,6137,134.328,16631,8.923,0.279,179181,19.85
6/11/2014,642.504,251694,114698,62681,26.993,309744964,0.116,0.0643,9.863,8183142189,5380,149.904,19356,9.202,0.309,174873,19.894
6/12/2014,621.319,230336,114589,64572,28.294,663451284,0.124,0.0621,8.372,7804105501,10578,148.226,19092,10.038,0.301,175498,19.902
6/13/2014,595.946,230976,112289,64576,25.093,409408533,0.107,0.0596,8.834,7661145579,6852,116.131,19128,10.875,0.283,173970,19.905
6/14/2014,575.029,175457,96697,53418,25.211,244645116,0.0978,0.0575,8.09,7321284575,4922,94.236,16078,9.062,0.205,149791,19.936
6/15/2014,565.303,171720,90352,53726,24.782,228544863,0.1,0.0565,7.579,7311213381,4672,74.613,15810,8.923,0.201,176671,19.929
6/16/2014,596.048,216368,118081,68074,25.426,411294020,0.105,0.0596,7.66,7645624950,6489,98.576,18430,9.341,0.255,177999,19.919
6/17/2014,596.985,214537,124137,69893,25.114,257395564,0.103,0.0597,7.826,7651189412,4137,115.87,18560,9.76,0.261,185466,19.911
6/18/2014,607.673,234775,113108,63730,21.007,299018531,0.123,0.0608,9.114,7767224115,5157,115.075,15957,9.202,0.327,168289,19.932
6/19/2014,603.129,226283,101448,62287,23.957,405423244,0.113,0.0603,8.623,7688432067,6883,102.792,17605,8.784,0.281,159085,19.944
6/20/2014,590.957,178353,103836,57195,23.422,305212563,0.111,0.0591,7.742,7559079460,5720,113.763,17459,7.808,0.231,155552,19.958
6/21/2014,589.485,168056,99168,50987,21.869,249324414,0.106,0.0589,7.742,7566048298,5256,99.557,15113,6.971,0.198,154028,19.967
6/22/2014,598.9,176799,98486,49924,20.244,297499507,0.108,0.0599,8,7655987729,6217,89.745,13838,7.668,0.201,184268,19.962
6/23/2014,589.476,204279,104474,60040,23.387,319774134,0.111,0.0589,8.182,7557126005,6069,130.83,16325,6.832,0.257,163666,19.809
6/24/2014,585.681,201971,116761,64695,22.066,471487883,0.1,0.0586,7.66,7507018761,7880,119.793,17005,7.111,0.236,176003,19.473
6/25/2014,568.912,203486,119094,64210,21.008,252642484,0.11,0.0569,7.701,7288217382,4378,102.138,17683,6.692,0.264,175682,19.477
6/26/2014,569.836,205682,108058,61261,20.702,260783003,0.0943,0.057,8.421,7321198255,4704,104.453,17534,6.832,0.237,159489,19.472
6/27/2014,583.871,183965,114481,62769,23.439,253524192,0.0995,0.0584,7.31,7551444926,4489,111.734,17587,8.505,0.218,168127,19.461
6/28/2014,596.82,178257,92420,54210,21.887,174924667,0.102,0.0597,7.912,7697021749,3669,88.217,15236,6.971,0.204,143868,19.455
6/29/2014,594.664,196774,88581,48937,16.834,171090642,0.106,0.0595,9.172,7655190313,4216,79.418,15482,7.389,0.222,173904,19.437
6/30/2014,620.059,325668,120898,70099,17.95,387079075,0.105,0.062,10.909,8040164238,6049,124.547,19860,8.784,0.36,183017,19.455
7/1/2014,649.274,329320,125213,69310,19.342,533238301,0.123,0.0649,10.827,8358852783,8276,141.07,20443,8.806,0.394,186664,19.566
7/2/2014,645.747,291599,120999,66591,19.238,556266765,0.124,0.0646,10.511,8262682981,9190,131.776,21375,9.429,0.372,182312,19.564
7/3/2014,643.645,267185,105704,62710,19.454,354138239,0.113,0.0644,10.36,8245986998,6102,126.5,22046,8.425,0.316,161601,19.454
7/4/2014,636.579,197691,88235,59328,20.891,203549544,0.109,0.0637,8.675,8161073446,4164,94.364,22659,7.513,0.244,145311,19.463
7/5/2014,629.756,184061,79198,49802,17.597,237669064,0.105,0.063,9.474,8108603845,5250,67.358,16997,6.56,0.218,128986,19.464
7/6/2014,632.787,232405,96438,51997,18.439,200120948,0.112,0.0633,10.141,8170372187,4607,67.091,17331,7.532,0.26,184278,19.465
7/7/2014,626.639,254198,117302,64536,19.359,259716987,0.109,0.0627,9.6,8064056734,4643,93.704,22248,8.615,0.299,186344,19.325
7/8/2014,621.123,285312,136433,69967,18.424,200330013,0.109,0.0621,9.6,7986738494,3248,87.178,24425,8.016,0.327,214423,19.308
7/9/2014,621.434,256506,122923,68352,19.194,251215935,0.106,0.0621,8.675,7993874483,4173,89.888,24542,7.314,0.282,184913,19.289
7/10/2014,616.557,253741,119374,64456,17.967,278516190,0.107,0.0617,9.664,7930718558,4869,109.857,23242,8.067,0.3,171317,19.286
7/11/2014,622.121,233392,115912,58921,18.387,228203200,0.115,0.0622,9.231,8012367537,4395,129.459,20939,7.746,0.279,170691,19.281
7/12/2014,632.056,193821,91987,53297,18.918,252096498,0.103,0.0632,9.172,8103001739,5446,89.906,16719,6.993,0.222,154169,19.297
7/13/2014,629.664,212804,101590,52257,18.615,262633432,0.114,0.063,9,8098103514,5706,78.353,16133,6.672,0.236,188603,19.304
7/14/2014,621.8,262953,107571,62626,16.674,275120072,0.117,0.0622,10.667,8014482811,4974,111.285,20287,7.211,0.348,162735,19.339
7/15/2014,621.061,258579,123272,72157,20.209,319590754,0.108,0.0621,9.057,8023392825,4846,96.403,25031,7.802,0.315,157881,19.335
7/16/2014,617.3,259410,113256,65427,15.782,309234939,0.119,0.0617,10,7974397872,6137,106.309,21984,8.657,0.35,147202,19.345
7/17/2014,617.851,226163,117018,66061,19.657,247359876,0.11,0.0618,8.372,7987614597,4311,99.53,23305,8.815,0.274,155909,19.314
7/18/2014,622.126,224432,111834,63890,18.639,269970996,0.116,0.0622,8.372,8021285813,4995,106.293,25897,8.206,0.278,151018,19.294
7/19/2014,626.392,191313,101155,59376,18.406,147423502,0.109,0.0626,8.136,8058813353,3165,61.823,20261,8.513,0.234,132575,19.293
7/20/2014,622.21,213956,102305,51846,16.354,147934807,0.108,0.0622,9.29,8010826379,3328,71.989,16827,8.174,0.232,168831,19.286
7/21/2014,618.92,243755,103738,64035,18.686,223806455,0.102,0.0619,9.29,8003924883,4367,102.151,18501,8.095,0.273,145113,19.195
7/22/2014,620.249,271469,112343,66716,17.067,187554565,0.109,0.062,10.141,8004611356,3512,114.534,18386,8.337,0.33,140957,19.237
7/23/2014,618.566,260534,119730,66737,18.322,202811399,0.102,0.0619,9.863,7991044504,3775,126.196,20612,7.351,0.301,156202,19.232
7/24/2014,607.944,269949,114346,66133,16.689,283724971,0.0983,0.0608,10.07,7764517069,4802,131.485,20448,8.164,0.299,153222,19.231
7/25/2014,600.002,230586,117259,61335,18.451,257921412,0.101,0.06,8.834,7754497838,4916,122.833,19971,7.383,0.253,157477,19.231
7/26/2014,594.585,228200,91653,56199,14.706,154507385,0.0925,0.0595,10.746,7680680949,3204,77.897,16000,6.914,0.261,125239,19.241
7/27/2014,596.029,218577,94585,51838,16.139,118170997,0.102,0.0596,9.412,7667514741,2923,73.959,15621,7.374,0.233,170031,19.237
7/28/2014,585.359,254071,115282,64594,16.789,249396908,0.0938,0.0585,9.6,7480626000,4313,114.474,23384,7.644,0.276,152329,19.245
7/29/2014,584.376,241481,111476,61458,15.408,249856831,0.0988,0.0584,9.664,7528711155,4609,115.234,21797,7.374,0.279,145269,19.261
7/30/2014,574.994,230619,125376,65981,16.409,201331915,0.0961,0.0575,8.372,7406764745,3578,122.678,22092,7.946,0.257,158476,19.253
7/31/2014,574.929,265350,117134,69607,14.636,188869785,0.093,0.0575,9.351,7484116377,3486,103.666,22160,8.155,0.292,155541,19.255
8/1/2014,591.067,243207,117308,67758,16.136,226223625,0.0932,0.0591,9.172,7676876665,4004,115.646,21585,7.377,0.272,153126,19.336
8/2/2014,590.42,190120,93466,54826,16.082,180926015,0.0912,0.059,8.834,7623174554,4101,95.498,18531,6.531,0.208,128052,19.363
8/3/2014,583.32,198403,87016,53467,14.698,211536668,0.0933,0.0583,9.351,7572485883,4622,74.999,17187,6.893,0.222,157223,19.363
8/4/2014,585.95,301223,101779,67719,14.489,187199525,0.096,0.0586,11.25,7614166088,3658,110.791,20609,7.014,0.346,150211,19.37
8/5/2014,582.376,323844,135559,72688,15.816,304578622,0.097,0.0582,10.667,7572507339,4984,120.461,21073,7.982,0.358,178598,19.411
8/6/2014,581.009,287515,139628,80238,17.516,196107301,0.0953,0.0581,8.78,7572121052,3389,95.339,22471,8.345,0.321,182014,19.445
8/7/2014,583.85,249705,120499,69753,15.401,203990348,0.0919,0.0584,9,7642424598,3643,101.726,24516,8.707,0.274,159935,19.441
8/8/2014,590.585,252593,121727,68139,15.245,164874157,0.0968,0.0591,9.114,7724676022,2923,99.077,23126,7.74,0.283,153588,19.439
8/9/2014,586.527,191080,103002,60417,16.117,177737615,0.0904,0.0587,7.912,7647812042,3458,75.368,21820,6.772,0.205,132163,19.445
8/10/2014,588.101,206494,107462,57736,14.72,179284090,0.1,0.0588,8.136,7667304717,3655,79.471,20814,7.498,0.222,176919,19.431
8/11/2014,583.969,247349,136097,75393,15.336,277635576,0.0949,0.0584,7.912,7569918739,4276,93.633,21388,7.74,0.269,170210,19.428
8/12/2014,568.256,256462,140881,76808,13.519,360690776,0.0927,0.0568,8.276,7438061890,5415,101.963,22551,8.103,0.288,176283,19.434
8/13/2014,551.058,316679,138846,75593,12.546,346029394,0.0905,0.0551,9.931,7125616366,5092,105.354,23725,11.852,0.342,174074,19.453
8/14/2014,518.99,259241,131278,78902,15.012,334586959,0.0802,0.0519,8,6736255059,4832,120.601,24887,9.796,0.271,177173,19.49
8/15/2014,506.064,258617,123034,73028,12.53,333584813,0.0834,0.0506,8.727,6571328608,5259,91.219,22725,9.554,0.292,163559,19.502
8/16/2014,501.845,310610,114912,67816,12.008,280278308,0.0966,0.0502,9.114,6553137181,4990,66.782,23487,9.554,0.33,159823,19.533
8/17/2014,504.405,212242,103318,60053,13.48,203831068,0.313,0.0504,8.471,6498684781,4102,93.794,22608,8.224,0.873,183744,19.54
8/18/2014,476.384,210528,130078,72560,13.403,408176781,0.0772,0.0476,7.273,5956229229,6320,116.999,21867,10.159,0.238,173736,19.556
8/19/2014,476.972,221648,131600,74554,10.84,253429611,0.0819,0.0477,7.742,6068333664,3966,118.492,24106,8.587,0.275,165627,19.582
8/20/2014,491.137,242922,131550,73673,10.446,235838463,0.0798,0.0491,8.521,6395117358,3728,124.112,26924,8.587,0.283,164109,19.587
8/21/2014,521.423,251501,130843,72999,10.769,357459604,0.0817,0.0521,8.727,6765343167,5432,124.934,22176,7.861,0.277,173399,19.694
8/22/2014,513.078,247901,123720,66841,10.287,1586703563,0.0826,0.0513,9.172,6671434567,25524,110.473,21222,7.982,0.274,161743,19.662
8/23/2014,503.706,195444,100604,57431,11.042,286213593,0.0756,0.0504,8.889,6545931138,6073,94.338,17389,7.982,0.213,135388,19.7
8/24/2014,504.419,242072,110270,56549,9.697,164706657,0.0807,0.0504,9.863,6615035234,3660,99.956,16318,7.982,0.248,190496,19.691
8/25/2014,502.862,290449,122009,69757,10.622,428870339,0.119,0.0503,10.511,6584344818,7035,114.946,19062,7.377,0.479,158368,19.711
8/26/2014,507.703,244584,131694,72487,11.94,843866241,0.081,0.0508,8.324,6677782426,12550,123.023,19596,7.498,0.267,169392,19.739
8/27/2014,514.911,253728,124930,74412,10.965,707613540,0.0799,0.0515,8.521,6736393365,9859,123.567,19625,7.498,0.273,168676,19.746
8/28/2014,509.791,224426,120854,68455,10.545,335942164,0.0774,0.051,8.324,6664713523,5418,108.88,22229,7.377,0.24,170216,19.843
8/29/2014,506.639,211590,110614,68444,10.634,276692995,0.0772,0.0507,8.471,6620983825,4325,115.211,19838,7.135,0.245,144884,19.85
8/30/2014,502.665,186250,101469,61032,11.234,232611687,0.0752,0.0503,7.912,6587252252,4962,79.849,18905,7.377,0.201,150886,19.946
8/31/2014,488.836,179521,102679,57567,10.252,210174636,0.0755,0.0489,7.66,6389445681,4343,93.017,17226,7.74,0.189,177973,19.938
9/1/2014,479.421,296280,117614,70247,7.375,277292641,0.0745,0.0479,10.588,6309096991,4833,97.231,18661,9.07,0.321,169807,19.89
9/2/2014,477.176,282380,123859,71762,9.013,219258267,0.0771,0.0477,9.796,6273470790,3921,102.216,22901,7.982,0.315,163408,19.901
9/3/2014,475.398,238464,117748,71699,9.338,180913544,0.0738,0.0475,8.521,6243903182,3284,106.199,22113,8.103,0.263,153695,19.906
9/4/2014,481.297,249831,124470,70652,8.269,169962850,0.0763,0.0481,9.114,6339356611,3043,119.91,24968,8.345,0.283,153659,19.91
9/5/2014,484.581,272683,119571,67893,8.531,174210934,0.0788,0.0485,9.931,6372338948,3483,107.709,22368,8.345,0.304,162021,19.891
9/6/2014,481.482,195600,101438,63190,9.979,119316084,0.0733,0.0481,8.045,6341451681,2412,85.963,21053,7.377,0.215,138400,19.891
9/7/2014,481.745,252307,114956,60197,8.087,127090588,0.158,0.0482,9.29,6364266347,2946,72.871,17730,7.498,0.509,219086,19.885
9/8/2014,470.073,296688,127558,75622,8.036,197925912,0.0759,0.047,10,6218462685,3173,98.75,22751,8.103,0.339,170240,19.884
9/9/2014,466.454,352470,140375,81666,8.867,193799711,0.0806,0.0466,9.863,6174267367,2969,99.998,16169,9.07,0.386,170050,19.881
9/10/2014,482.398,306966,124968,72401,9.157,177920607,0.0849,0.0482,9.172,6288586888,3075,113.096,16616,10.763,0.324,208813,19.848
9/11/2014,475.58,216259,117103,65856,9.501,152111365,0.0733,0.0476,8.471,6239960899,3186,109.037,27367,12.094,0.239,154868,19.847
9/12/2014,472.322,242303,118625,68230,7.864,162376894,0.0741,0.0472,9.351,6195892526,3142,119.984,24097,9.07,0.278,146025,19.847
9/13/2014,475.441,181268,102936,61065,9.192,111089714,0.0743,0.0475,7.956,6235247964,2507,98.269,18209,6.893,0.211,134902,19.839
9/14/2014,476.655,274740,122259,67497,7.42,133576233,0.0793,0.0477,9.114,6228737724,2563,77.518,18671,8.103,0.284,210350,19.835
9/15/2014,474.915,288920,128955,78508,8.332,158250795,0.074,0.0475,9.114,6206324352,2767,103.054,23392,8.224,0.309,167581,19.828
9/16/2014,467.613,296230,148865,87063,8.155,155672006,0.0771,0.0468,8.421,6104293829,2276,90.653,21176,7.498,0.335,200391,19.837
9/17/2014,456.38,240563,133776,80119,7.806,169431581,0.0699,0.0456,7.742,5925502246,2636,110.753,27946,7.619,0.264,170439,19.806
9/18/2014,438.518,236621,134311,77185,7.221,231461686,0.0701,0.0439,8.045,5610580772,3951,131.235,21135,7.619,0.276,171901,19.848
9/19/2014,405.935,221271,117316,69266,6.72,230780737,0.0622,0.0406,8.421,5194824752,4006,130.667,20775,9.675,0.248,150729,19.822
9/20/2014,410.022,208320,107878,63306,7.223,240443092,0.0665,0.041,8.182,5341519029,4860,94.343,17607,7.377,0.233,149520,19.925
9/21/2014,401.12,217914,102979,59636,6.349,272837450,0.0628,0.0401,8.78,5120337373,5157,80.706,17026,7.498,0.228,171703,19.952
9/22/2014,400.275,261061,132322,72900,7.104,146397685,0.0641,0.04,8.623,5145978680,2841,112.205,14984,7.982,0.279,178105,19.952
9/23/2014,407.475,309494,136044,77133,6.408,178792820,0.0673,0.0407,9.6,5399888692,4132,118.65,23489,8.707,0.339,173452,19.872
9/24/2014,428.517,285427,130868,74818,7.199,172228796,0.0708,0.0429,9.231,5543029349,5141,108.534,20675,10.159,0.316,163682,19.886
9/25/2014,411.195,283495,137054,78351,7.038,153169013,0.0693,0.0411,8.372,5349833846,3491,99.324,20757,8.466,0.307,177845,19.893
9/26/2014,404.503,310033,125906,72421,5.174,150454962,0.267,0.0405,10.746,5273534001,3070,103.37,19512,7.982,1.411,157374,19.906
9/27/2014,401.439,292344,109795,63004,6.021,114275971,0.0667,0.0401,10.746,5229464432,3217,77.177,17202,7.014,0.312,151584,19.894
9/28/2014,390.912,328510,126118,62310,5.281,122466686,0.0676,0.0391,11.077,5041658565,2894,68.988,16636,7.619,0.331,216634,19.916
9/29/2014,377.415,322603,127426,77787,5.585,200794277,0.0591,0.0377,10.511,4951538539,3438,111.927,19660,8.828,0.355,163001,19.944
9/30/2014,379.119,297068,139464,77853,6.015,185315919,0.0591,0.0379,9.412,5014624972,3207,116.777,21073,8.345,0.317,195201,19.916
10/1/2014,384.118,300152,139838,78624,5.48,178147052,0.0631,0.0384,9.29,5037546169,3409,102.726,18636,7.415,0.333,189253,19.933
10/2/2014,377.698,298867,140273,71948,5.265,156643305,0.0591,0.0378,10.435,4938662174,3133,103.547,18380,7.943,0.326,160538,19.956
10/3/2014,367.304,290855,126153,74948,5.587,190603715,0.0592,0.0367,9.863,4726635711,3427,93.107,20207,8.366,0.33,154357,19.891
10/4/2014,345.878,276741,118762,66478,5.26,183413908,0.0654,0.0346,9.351,4424902198,3269,83.163,18214,8.332,0.326,148859,19.914
10/5/2014,315.801,268106,149600,67161,4.542,248272665,0.0559,0.0316,8.521,4091912575,4236,82.921,20031,10.132,0.281,225945,19.985
10/6/2014,322.456,279954,135639,77888,4.632,322780833,0.0522,0.0322,8.944,4314787426,4723,98.609,25065,11.256,0.313,162663,20.119
10/7/2014,328.313,337195,149950,78935,4.121,239383415,0.0556,0.0328,10.746,4344645345,3547,103.488,22543,9.785,0.398,177985,20.134
10/8/2014,339.094,308168,145062,78674,5.151,266955454,0.054,0.0339,10,4521776144,3891,104.141,24408,8.592,0.348,170418,20.132
10/9/2014,364.531,300477,142317,82641,5.83,251443413,0.0613,0.0365,9.73,4814125934,4237,111.183,24075,8.86,0.375,164245,20.115
10/10/2014,362.28,285337,146931,80903,5.194,272361697,0.0582,0.0362,9.29,4782043694,4433,105.543,19090,8.064,0.335,170684,20.117
10/11/2014,359.388,248806,119838,64876,4.774,176827658,0.0575,0.0359,10,4734295035,3177,88.901,17107,7.717,0.288,146972,20.205
10/12/2014,362.544,286125,141427,63361,5.362,136730550,0.063,0.0363,9.73,4833998729,2685,74.164,17072,7.268,0.298,220350,20.232
10/13/2014,378.689,296306,153138,77787,5.629,241925769,0.0638,0.0379,9.29,5010667233,3771,97.407,22018,8.03,0.338,182882,20.139
10/14/2014,402.084,368101,153374,81232,5.355,230527557,0.0657,0.0402,10.909,5297220823,4338,117.692,25804,8.929,0.401,190886,20.115
10/15/2014,393.788,297037,157856,76106,5.812,208405356,0.0649,0.0394,9.536,5192245979,6149,116.996,23992,9.076,0.332,185794,20.171
10/16/2014,386.265,284863,142479,75589,5.522,200794500,0.0621,0.0386,9.73,5063843988,5269,99.427,24445,8.064,0.328,157355,20.111
10/17/2014,379.451,290383,140101,70697,5.495,188386347,0.0628,0.0379,10.141,5020798042,4857,105.759,21491,7.623,0.329,163371,20.102
10/18/2014,384.702,224964,124039,66313,5.757,138944322,0.06,0.0385,8.78,5121038262,3448,80.402,20572,7.502,0.252,152746,20.072
10/19/2014,388.404,311923,142440,63122,5.082,113666094,0.0649,0.0388,10.827,5131539820,2737,72.985,18259,7,0.317,214141,20.117
